РЕЕСТР КРУПНЕЙШИХ ПРЕДПРИЯТИЙ РОССИИ (>10 МЛРД РУБЛЕЙ) С РАСШИРЕННЫМ IT & HIGH-TECH БЛОКОМ
===================================================================================================================
Глубокая детализация: BigTech, Системная интеграция, Разработка ПО, Кибербезопасность,
Микроэлектроника, Дата-центры, EdTech, FinTech, Телеком, ТЭК, Металлургия и Тяжелая индустрия.
===================================================================================================================

00001. [BigTech / Интернет-холдинг] МКПАО «Яндекс» | Головная структура: Головная IT-корпорация | Регион/Охват: РФ / Москва
01382. [ГОК / Металлургический комбинат / Шахта] АО Лебединский ГОК (Губкин) | Головная структура: Холдинг «Металлоинвест» | Регион/Охват: РФ
01383. [ГОК / Металлургический комбинат / Шахта] ПАО Михайловский ГОК (Железногорск) | Головная структура: Холдинг «Металлоинвест» | Регион/Охват: РФ
01384. [ГОК / Металлургический комбинат / Шахта] АО Оскольский электрометаллургический комбинат (ОЭМК) | Головная структура: Холдинг «Металлоинвест» | Регион/Охват: РФ
01385. [Металлургия и Горная добыча] ПАО «Мечел» | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01386. [ГОК / Металлургический комбинат / Шахта] ПАО Челябинский металлургический комбинат | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01387. [ГОК / Металлургический комбинат / Шахта] ПАО Южный Кузбасс | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01388. [ГОК / Металлургический комбинат / Шахта] ПАО Коршуновский ГОК | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01389. [ГОК / Металлургический комбинат / Шахта] АО ХК Якутуголь | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01390. [ГОК / Металлургический комбинат / Шахта] ПАО Ижсталь | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01391. [ГОК / Металлургический комбинат / Шахта] АО Белорецкий МК | Головная структура: ПАО «Мечел» | Регион/Охват: РФ
01392. [Металлургия и Горная добыча] Трубная металлургическая компания (ТМК) | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01393. [ГОК / Металлургический комбинат / Шахта] АО Волжский трубный завод | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01394. [ГОК / Металлургический комбинат / Шахта] ПАО Северский трубный завод | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01395. [ГОК / Металлургический комбинат / Шахта] ПАО Синарский трубный завод | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01396. [ГОК / Металлургический комбинат / Шахта] АО Таганрогский металлургический завод | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01397. [ГОК / Металлургический комбинат / Шахта] АО Первоуральский новотрубный завод | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01398. [ГОК / Металлургический комбинат / Шахта] АО ЧТПЗ | Головная структура: Трубная металлургическая компания (ТМК) | Регион/Охват: РФ
01399. [Металлургия и Горная добыча] УГМК Холдинг | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01400. [ГОК / Металлургический комбинат / Шахта] АО Уралэлектромедь | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01401. [ГОК / Металлургический комбинат / Шахта] ПАО Гайский ГОК | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01402. [ГОК / Металлургический комбинат / Шахта] АО Кузбассразрезуголь | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01403. [ГОК / Металлургический комбинат / Шахта] ПАО Среднеуральский медеплавильный завод | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01404. [ГОК / Металлургический комбинат / Шахта] ПАО Надеждинский металлургический завод | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01405. [ГОК / Металлургический комбинат / Шахта] АО Челябинский цинковый завод | Головная структура: УГМК Холдинг | Регион/Охват: РФ
01406. [Металлургия и Горная добыча] Русская медная компания (РМК) | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01407. [ГОК / Металлургический комбинат / Шахта] АО Михеевский ГОК | Головная структура: Русская медная компания (РМК) | Регион/Охват: РФ
01408. [ГОК / Металлургический комбинат / Шахта] АО Томинский ГОК | Головная структура: Русская медная компания (РМК) | Регион/Охват: РФ
01409. [ГОК / Металлургический комбинат / Шахта] АО Карабашмедь | Головная структура: Русская медная компания (РМК) | Регион/Охват: РФ
01410. [ГОК / Металлургический комбинат / Шахта] АО Кыштымский медеэлектролитный завод | Головная структура: Русская медная компания (РМК) | Регион/Охват: РФ
01411. [ГОК / Металлургический комбинат / Шахта] АО Новгородский металлургический завод | Головная структура: Русская медная компания (РМК) | Регион/Охват: РФ
01412. [Металлургия и Горная добыча] ПАО «Полюс» | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01413. [ГОК / Металлургический комбинат / Шахта] АО Полюс Красноярск | Головная структура: ПАО «Полюс» | Регион/Охват: РФ
01414. [ГОК / Металлургический комбинат / Шахта] АО Полюс Алдан | Головная структура: ПАО «Полюс» | Регион/Охват: РФ
01415. [ГОК / Металлургический комбинат / Шахта] АО Полюс Магадан | Головная структура: ПАО «Полюс» | Регион/Охват: РФ
01416. [ГОК / Металлургический комбинат / Шахта] АО Полюс Вернинское | Головная структура: ПАО «Полюс» | Регион/Охват: РФ
01417. [ГОК / Металлургический комбинат / Шахта] ООО СЛ Золото (Сухой Лог) | Головная структура: ПАО «Полюс» | Регион/Охват: РФ
01418. [Металлургия и Горная добыча] АК «АЛРОСА» (ПАО) | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01419. [ГОК / Металлургический комбинат / Шахта] Мирнинский ГОК | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01420. [ГОК / Металлургический комбинат / Шахта] Удачнинский ГОК | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01421. [ГОК / Металлургический комбинат / Шахта] Айхальский ГОК | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01422. [ГОК / Металлургический комбинат / Шахта] Нюрбинский ГОК | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01423. [ГОК / Металлургический комбинат / Шахта] АО Севералмаз | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01424. [ГОК / Металлургический комбинат / Шахта] АО Алмазы Анабара | Головная структура: АК «АЛРОСА» (ПАО) | Регион/Охват: РФ
01425. [Металлургия и Горная добыча] СУЭК (Уголь и Логистика) | Головная структура: Металлургический холдинг | Регион/Охват: РФ
01426. [ГОК / Металлургический комбинат / Шахта] АО Разрез Бородинский | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01427. [ГОК / Металлургический комбинат / Шахта] АО Разрез Назаровский | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01428. [ГОК / Металлургический комбинат / Шахта] АО Разрез Березовский | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01429. [ГОК / Металлургический комбинат / Шахта] АО Разрез Тугнуйский | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01430. [ГОК / Металлургический комбинат / Шахта] АО Ургалуголь | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01431. [ГОК / Металлургический комбинат / Шахта] АО СУЭК-Кузбасс | Головная структура: СУЭК (Уголь и Логистика) | Регион/Охват: РФ
01432. [Энергетика и Генерация] ПАО «Россети» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01433. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Центр | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01434. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Центр и Приволжье | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01435. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Московский регион | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01436. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Ленэнерго | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01437. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Северо-Запад | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01438. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Урал | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01439. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Волга | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01440. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Юг | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01441. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Северный Кавказ | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01442. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Тюмень | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01443. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Сибирь | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01444. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Томск | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01445. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Россети Янтарь | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01446. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО ФСК ЕЭС | Головная структура: ПАО «Россети» | Регион/Охват: РФ
01447. [Энергетика и Генерация] ПАО «РусГидро» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01448. [ГЭС / ГРЭС / ТЭЦ / Электросети] Филиал Саяно-Шушенская ГЭС | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01449. [ГЭС / ГРЭС / ТЭЦ / Электросети] Филиал Волжская ГЭС | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01450. [ГЭС / ГРЭС / ТЭЦ / Электросети] Филиал Жигулевская ГЭС | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01451. [ГЭС / ГРЭС / ТЭЦ / Электросети] Филиал Богучанская ГЭС | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01452. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО ДЭК | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01453. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО ДГК | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01454. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО ДРСК | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01455. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Якутскэнерго | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01456. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Магаданэнерго | Головная структура: ПАО «РусГидро» | Регион/Охват: РФ
01457. [Энергетика и Генерация] ПАО «Интер РАО» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01458. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Интер РАО - Электрогенерация | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01459. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Мосэнергосбыт | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01460. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Петербургская сбытовая компания | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01461. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Башкирская генерирующая компания | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01462. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Костромская ГРЭС | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01463. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО Пермская ГРЭС | Головная структура: ПАО «Интер РАО» | Регион/Охват: РФ
01464. [Энергетика и Генерация] ПАО «Газпром энергохолдинг» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01465. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО Мосэнерго | Головная структура: ПАО «Газпром энергохолдинг» | Регион/Охват: РФ
01466. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО ТГК-1 | Головная структура: ПАО «Газпром энергохолдинг» | Регион/Охват: РФ
01467. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО ОГК-2 | Головная структура: ПАО «Газпром энергохолдинг» | Регион/Охват: РФ
01468. [ГЭС / ГРЭС / ТЭЦ / Электросети] ПАО МОЭК | Головная структура: ПАО «Газпром энергохолдинг» | Регион/Охват: РФ
01469. [Энергетика и Генерация] ПАО «Т Плюс» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01470. [ГЭС / ГРЭС / ТЭЦ / Электросети] Пермский филиал Т Плюс | Головная структура: ПАО «Т Плюс» | Регион/Охват: РФ
01471. [ГЭС / ГРЭС / ТЭЦ / Электросети] Свердловский филиал Т Плюс | Головная структура: ПАО «Т Плюс» | Регион/Охват: РФ
01472. [ГЭС / ГРЭС / ТЭЦ / Электросети] Самарский филиал Т Плюс | Головная структура: ПАО «Т Плюс» | Регион/Охват: РФ
01473. [ГЭС / ГРЭС / ТЭЦ / Электросети] Нижегородский филиал Т Плюс | Головная структура: ПАО «Т Плюс» | Регион/Охват: РФ
01474. [ГЭС / ГРЭС / ТЭЦ / Электросети] АО ЭнергосбыТ Плюс | Головная структура: ПАО «Т Плюс» | Регион/Охват: РФ
01475. [Энергетика и Генерация] ПАО «Юнипро» | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01476. [ГЭС / ГРЭС / ТЭЦ / Электросети] Сургутская ГРЭС-2 | Головная структура: ПАО «Юнипро» | Регион/Охват: РФ
01477. [ГЭС / ГРЭС / ТЭЦ / Электросети] Березовская ГРЭС | Головная структура: ПАО «Юнипро» | Регион/Охват: РФ
01478. [ГЭС / ГРЭС / ТЭЦ / Электросети] Шатурская ГРЭС | Головная структура: ПАО «Юнипро» | Регион/Охват: РФ
01479. [Энергетика и Генерация] АО «Сибирская генерирующая компания» (СГК) | Головная структура: Энергетический холдинг | Регион/Охват: РФ
01480. [ГЭС / ГРЭС / ТЭЦ / Электросети] Новосибирский филиал СГК | Головная структура: АО «Сибирская генерирующая компания» (СГК) | Регион/Охват: РФ
01481. [ГЭС / ГРЭС / ТЭЦ / Электросети] Красноярский филиал СГК | Головная структура: АО «Сибирская генерирующая компания» (СГК) | Регион/Охват: РФ
01482. [ГЭС / ГРЭС / ТЭЦ / Электросети] Кузбасский филиал СГК | Головная структура: АО «Сибирская генерирующая компания» (СГК) | Регион/Охват: РФ
01483. [ГЭС / ГРЭС / ТЭЦ / Электросети] Рефтинская ГРЭС | Головная структура: АО «Сибирская генерирующая компания» (СГК) | Регион/Охват: РФ
01484. [ГЭС / ГРЭС / ТЭЦ / Электросети] Томь-Усинская ГРЭС | Головная структура: АО «Сибирская генерирующая компания» (СГК) | Регион/Охват: РФ
01485. [Энергосбыт] ПАО «Москваэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Москва
01486. [Теплоснабжение] АО «Теплосеть Москва» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Москва
01487. [Водоснабжение] АО «Водоканал Москва» | Головная структура: Региональная инфраструктура | Регион/Охват: Москва
01488. [Энергосбыт] ПАО «Санкт-Петербургэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Санкт-Петербург
01489. [Теплоснабжение] АО «Теплосеть Санкт-Петербург» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Санкт-Петербург
01490. [Водоснабжение] АО «Водоканал Санкт-Петербург» | Головная структура: Региональная инфраструктура | Регион/Охват: Санкт-Петербург
01491. [Энергосбыт] ПАО «Московская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Московская область
01492. [Теплоснабжение] АО «Теплосеть Московская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Московская область
01493. [Водоснабжение] АО «Водоканал Московская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Московская область
01494. [Энергосбыт] ПАО «Ленинградская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Ленинградская область
01495. [Теплоснабжение] АО «Теплосеть Ленинградская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Ленинградская область
01496. [Водоснабжение] АО «Водоканал Ленинградская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Ленинградская область
01497. [Энергосбыт] ПАО «Свердловская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Свердловская область
01498. [Теплоснабжение] АО «Теплосеть Свердловская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Свердловская область
01499. [Водоснабжение] АО «Водоканал Свердловская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Свердловская область
01500. [Энергосбыт] ПАО «Краснодарский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Краснодарский край
01501. [Теплоснабжение] АО «Теплосеть Краснодарский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Краснодарский край
01502. [Водоснабжение] АО «Водоканал Краснодарский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Краснодарский край
01503. [Энергосбыт] ПАО «Республика Татарстанэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Республика Татарстан
01504. [Теплоснабжение] АО «Теплосеть Республика Татарстан» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Республика Татарстан
01505. [Водоснабжение] АО «Водоканал Республика Татарстан» | Головная структура: Региональная инфраструктура | Регион/Охват: Республика Татарстан
01506. [Энергосбыт] ПАО «Республика Башкортостанэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Республика Башкортостан
01507. [Теплоснабжение] АО «Теплосеть Республика Башкортостан» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Республика Башкортостан
01508. [Водоснабжение] АО «Водоканал Республика Башкортостан» | Головная структура: Региональная инфраструктура | Регион/Охват: Республика Башкортостан
01509. [Энергосбыт] ПАО «Нижегородская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Нижегородская область
01510. [Теплоснабжение] АО «Теплосеть Нижегородская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Нижегородская область
01511. [Водоснабжение] АО «Водоканал Нижегородская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Нижегородская область
01512. [Энергосбыт] ПАО «Ростовская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Ростовская область
01513. [Теплоснабжение] АО «Теплосеть Ростовская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Ростовская область
01514. [Водоснабжение] АО «Водоканал Ростовская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Ростовская область
01515. [Энергосбыт] ПАО «Самарская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Самарская область
01516. [Теплоснабжение] АО «Теплосеть Самарская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Самарская область
01517. [Водоснабжение] АО «Водоканал Самарская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Самарская область
01518. [Энергосбыт] ПАО «Новосибирская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Новосибирская область
01519. [Теплоснабжение] АО «Теплосеть Новосибирская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Новосибирская область
01520. [Водоснабжение] АО «Водоканал Новосибирская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Новосибирская область
01521. [Энергосбыт] ПАО «Челябинская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Челябинская область
01522. [Теплоснабжение] АО «Теплосеть Челябинская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Челябинская область
01523. [Водоснабжение] АО «Водоканал Челябинская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Челябинская область
01524. [Энергосбыт] ПАО «Красноярский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Красноярский край
01525. [Теплоснабжение] АО «Теплосеть Красноярский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Красноярский край
01526. [Водоснабжение] АО «Водоканал Красноярский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Красноярский край
01527. [Энергосбыт] ПАО «Кемеровская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Кемеровская область
01528. [Теплоснабжение] АО «Теплосеть Кемеровская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Кемеровская область
01529. [Водоснабжение] АО «Водоканал Кемеровская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Кемеровская область
01530. [Энергосбыт] ПАО «Пермский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Пермский край
01531. [Теплоснабжение] АО «Теплосеть Пермский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Пермский край
01532. [Водоснабжение] АО «Водоканал Пермский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Пермский край
01533. [Энергосбыт] ПАО «Волгоградская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Волгоградская область
01534. [Теплоснабжение] АО «Теплосеть Волгоградская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Волгоградская область
01535. [Водоснабжение] АО «Водоканал Волгоградская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Волгоградская область
01536. [Энергосбыт] ПАО «Саратовская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Саратовская область
01537. [Теплоснабжение] АО «Теплосеть Саратовская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Саратовская область
01538. [Водоснабжение] АО «Водоканал Саратовская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Саратовская область
01539. [Энергосбыт] ПАО «Омская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Омская область
01540. [Теплоснабжение] АО «Теплосеть Омская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Омская область
01541. [Водоснабжение] АО «Водоканал Омская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Омская область
01542. [Энергосбыт] ПАО «Алтайский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Алтайский край
01543. [Теплоснабжение] АО «Теплосеть Алтайский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Алтайский край
01544. [Водоснабжение] АО «Водоканал Алтайский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Алтайский край
01545. [Энергосбыт] ПАО «Воронежская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Воронежская область
01546. [Теплоснабжение] АО «Теплосеть Воронежская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Воронежская область
01547. [Водоснабжение] АО «Водоканал Воронежская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Воронежская область
01548. [Энергосбыт] ПАО «Оренбургская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Оренбургская область
01549. [Теплоснабжение] АО «Теплосеть Оренбургская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Оренбургская область
01550. [Водоснабжение] АО «Водоканал Оренбургская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Оренбургская область
01551. [Энергосбыт] ПАО «Тюменская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Тюменская область
01552. [Теплоснабжение] АО «Теплосеть Тюменская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Тюменская область
01553. [Водоснабжение] АО «Водоканал Тюменская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Тюменская область
01554. [Энергосбыт] ПАО «Хабаровский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Хабаровский край
01555. [Теплоснабжение] АО «Теплосеть Хабаровский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Хабаровский край
01556. [Водоснабжение] АО «Водоканал Хабаровский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Хабаровский край
01557. [Энергосбыт] ПАО «Приморский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Приморский край
01558. [Теплоснабжение] АО «Теплосеть Приморский край» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Приморский край
01559. [Водоснабжение] АО «Водоканал Приморский край» | Головная структура: Региональная инфраструктура | Регион/Охват: Приморский край
01560. [Энергосбыт] ПАО «Иркутская областьэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Иркутская область
01561. [Теплоснабжение] АО «Теплосеть Иркутская область» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Иркутская область
01562. [Водоснабжение] АО «Водоканал Иркутская область» | Головная структура: Региональная инфраструктура | Регион/Охват: Иркутская область
01563. [Энергосбыт] ПАО «Республика Дагестанэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Республика Дагестан
01564. [Теплоснабжение] АО «Теплосеть Республика Дагестан» | Головная структура: Муниципально-региональная энергетика | Регион/Охват: Республика Дагестан
01565. [Водоснабжение] АО «Водоканал Республика Дагестан» | Головная структура: Региональная инфраструктура | Регион/Охват: Республика Дагестан
01566. [Энергосбыт] ПАО «Ставропольский крайэнергосбыт» (Гарантирующий поставщик) | Головная структура: Региональная энергосистема | Регион/Охват: Ставропольский край
